date,hospital_branch,weekday,total_beds,icu_beds,occupied_beds,occupied_icu_beds,available_beds,admissions,discharges,emergency_cases,staff_available,occupancy_rate,icu_utilization,occupancy_lag_1,occupancy_lag_7,rolling_avg_7,hospital_branch_encoded,target_occupancy,patient_flow
2020-08-25,Metro Hospital,Monday,227,43,212,40,13,29,32,32,61,93.3920704845815,93.02325581395348,80.1762114537445,76.49572649572649,94.54173182751792,0,89.26553672316385,-3
2020-08-26,Metro Hospital,Friday,177,31,158,22,16,46,34,19,71,89.26553672316385,70.96774193548387,93.3920704845815,98.30508474576271,93.25036782428951,0,76.59574468085107,12
2020-08-27,Metro Hospital,Wednesday,235,55,180,53,53,28,31,14,99,76.59574468085107,96.36363636363636,89.26553672316385,99.55555555555556,89.97039484218888,0,98.86363636363636,-3
2020-08-28,Metro Hospital,Wednesday,176,33,174,27,1,59,20,24,107,98.86363636363636,81.81818181818183,76.59574468085107,99.57983193277312,89.86808118945507,0,85.95744680851064,39
2020-08-29,Metro Hospital,Monday,235,55,202,40,35,53,51,26,89,85.95744680851064,72.72727272727273,98.86363636363636,91.13924050632912,89.12782494690956,0,99.42857142857143,2
2020-08-30,Metro Hospital,Monday,175,32,174,15,-2,57,16,28,85,99.42857142857143,46.875,85.95744680851064,99.644128113879,89.09703113472277,0,84.95575221238938,41
2020-08-31,Metro Hospital,Wednesday,226,42,192,21,31,22,53,8,94,84.95575221238938,50.0,99.42857142857143,80.1762114537445,89.77982267167202,0,98.93238434163702,-31
2020-09-01,Metro Hospital,Wednesday,281,63,278,15,1,30,15,15,109,98.93238434163702,23.809523809523807,84.95575221238938,93.3920704845815,90.57129607982282,0,98.85714285714286,15
2020-09-02,Metro Hospital,Thursday,175,31,173,28,0,48,25,22,107,98.85714285714286,90.32258064516128,98.93238434163702,89.26553672316385,91.9415255275341,0,93.85964912280701,23
2020-09-03,Metro Hospital,Tuesday,228,39,214,31,13,55,52,18,65,93.85964912280701,79.48717948717949,98.85714285714286,76.59574468085107,94.40779759067065,0,100.0,3
2020-09-04,Metro Hospital,Friday,234,54,234,36,3,47,18,24,60,100.0,66.66666666666666,93.85964912280701,98.86363636363636,94.57013525300833,0,99.55555555555556,29
2020-09-05,Metro Hospital,Sunday,225,42,224,30,-1,55,26,28,57,99.55555555555556,71.42857142857143,100.0,85.95744680851064,96.51272221687191,0,100.42372881355932,29
2020-09-06,Metro Hospital,Friday,236,53,237,47,1,46,44,21,68,100.42372881355932,88.67924528301887,99.55555555555556,99.42857142857143,96.65488755758444,0,99.15966386554622,2
2020-09-07,Metro Hospital,Monday,238,52,236,32,-1,42,23,12,109,99.15966386554622,61.53846153846154,100.42372881355932,84.95575221238938,98.68401779374972,0,100.0,19
2020-09-08,Metro Hospital,Saturday,225,39,225,27,2,34,28,33,68,100.0,69.23076923076923,99.15966386554622,98.93238434163702,98.83653431637299,0,93.83259911894272,6
2020-09-09,Metro Hospital,Tuesday,227,43,213,30,16,54,50,17,65,93.83259911894272,69.76744186046511,100.0,98.85714285714286,98.11874235377297,0,101.14285714285714,4
2020-09-10,Metro Hospital,Tuesday,175,33,177,29,1,36,23,23,94,101.14285714285714,87.87878787878788,93.83259911894272,93.85964912280701,99.15920064235158,0,100.0,13
2020-09-11,Metro Hospital,Monday,228,43,228,33,2,43,30,17,85,100.0,76.74418604651163,101.14285714285714,100.0,99.15920064235158,0,98.73417721518987,13
2020-09-12,Metro Hospital,Thursday,237,52,234,50,-1,41,29,28,108,98.73417721518987,96.15384615384616,100.0,99.55555555555556,99.04186087944218,0,101.0752688172043,12
2020-09-13,Metro Hospital,Tuesday,279,63,282,42,2,50,33,16,52,101.0752688172043,66.66666666666666,98.73417721518987,100.42372881355932,99.13493802282004,0,99.55555555555556,17
2020-09-14,Metro Hospital,Thursday,225,43,224,34,-1,58,43,8,115,99.55555555555556,79.06976744186046,101.0752688172043,99.15966386554622,99.19149397853565,0,99.29078014184397,15
2020-09-15,Metro Hospital,Sunday,282,62,280,52,2,34,35,21,117,99.29078014184397,83.87096774193549,99.55555555555556,100.0,99.09017685594195,0,100.44444444444444,-1
2020-09-16,Metro Hospital,Sunday,225,42,226,36,3,31,32,17,70,100.44444444444444,85.71428571428571,99.29078014184397,93.83259911894272,100.03472618815647,0,87.39495798319328,-1
2020-09-17,Metro Hospital,Wednesday,238,51,208,49,30,39,46,23,53,87.39495798319328,96.07843137254902,100.44444444444444,101.14285714285714,98.07074059391877,0,101.43884892086331,-7
2020-09-18,Metro Hospital,Wednesday,278,63,282,34,2,59,36,20,115,101.43884892086331,53.96825396825397,87.39495798319328,100.0,98.2762904397564,0,75.42372881355932,23
2020-09-19,Metro Hospital,Friday,236,52,178,54,61,60,32,13,82,75.42372881355932,103.84615384615385,101.43884892086331,98.73417721518987,94.94622638238059,0,99.64285714285714,28
2020-09-20,Metro Hospital,Friday,280,60,279,25,0,58,21,23,89,99.64285714285714,41.66666666666667,75.42372881355932,101.0752688172043,94.74159614318816,0,96.55172413793103,37
2020-09-21,Metro Hospital,Wednesday,174,31,168,27,10,33,40,27,108,96.55172413793103,87.09677419354838,99.64285714285714,99.55555555555556,94.31247736924176,0,100.0,-7
2020-09-22,Metro Hospital,Saturday,279,64,279,39,-1,55,46,31,56,100.0,60.9375,96.55172413793103,99.29078014184397,94.41379449183549,0,93.57142857142857,9
2020-09-23,Metro Hospital,Friday,280,60,262,60,17,20,39,16,60,93.57142857142857,100.0,100.0,100.44444444444444,93.43193508140466,0,71.94244604316546,-19
2020-09-24,Metro Hospital,Thursday,278,61,200,59,81,24,21,18,63,71.94244604316546,96.72131147540983,93.57142857142857,87.39495798319328,91.22443337568642,0,100.0,3
2020-09-25,Metro Hospital,Monday,278,60,278,37,0,35,31,31,121,100.0,61.66666666666667,71.94244604316546,101.43884892086331,91.0188835298488,0,101.33333333333334,4
2020-09-26,Metro Hospital,Sunday,225,43,228,39,-2,65,43,10,64,101.33333333333334,90.69767441860465,100.0,75.42372881355932,94.72025560410223,0,100.88495575221239,22
2020-09-27,Metro Hospital,Tuesday,226,43,228,41,-2,72,26,29,113,100.88495575221239,95.34883720930233,101.33333333333334,99.64285714285714,94.89769826258154,0,91.22807017543859,46
2020-09-28,Metro Hospital,Sunday,228,39,208,29,18,25,16,15,113,91.22807017543859,74.35897435897436,100.88495575221239,96.55172413793103,94.13717626793978,0,101.0752688172043,9
2020-09-29,Metro Hospital,Friday,279,63,282,22,-1,66,40,33,114,101.0752688172043,34.92063492063492,91.22807017543859,100.0,94.29078609896895,0,88.65248226950354,26
2020-09-30,Metro Hospital,Sunday,282,63,250,44,31,58,30,10,76,88.65248226950354,69.84126984126983,101.0752688172043,93.57142857142857,93.58807948440823,0,84.0,28
2020-10-01,Metro Hospital,Sunday,225,43,189,18,38,56,24,32,56,84.0,41.86046511627907,88.65248226950354,71.94244604316546,95.31058719252745,0,97.46835443037975,32
2020-10-02,Metro Hospital,Tuesday,237,51,231,52,2,53,44,21,56,97.46835443037975,101.96078431372548,84.0,100.0,94.94892353972456,0,99.15254237288136,9
2020-10-03,Metro Hospital,Saturday,236,51,234,44,2,42,30,21,103,99.15254237288136,86.27450980392157,97.46835443037975,101.33333333333334,94.6373819739457,0,99.5575221238938,12
2020-10-04,Metro Hospital,Tuesday,226,39,225,31,-2,50,36,17,57,99.5575221238938,79.48717948717949,99.15254237288136,100.88495575221239,94.44774859847162,0,91.48936170212765,14
2020-10-05,Metro Hospital,Monday,282,61,258,61,21,53,46,14,74,91.48936170212765,100.0,99.5575221238938,91.22807017543859,94.48507595942719,0,93.83259911894272,7
2020-10-06,Metro Hospital,Tuesday,227,43,213,36,17,47,34,31,65,93.83259911894272,83.72093023255815,91.48936170212765,101.0752688172043,93.45040885967555,0,100.0,13
2020-10-07,Metro Hospital,Saturday,282,61,282,39,0,57,46,30,55,100.0,63.934426229508205,93.83259911894272,88.65248226950354,95.07148282117505,0,99.6415770609319,11
2020-10-08,Metro Hospital,Monday,279,60,278,28,-1,53,35,28,73,99.6415770609319,46.666666666666664,100.0,84.0,97.3059938298796,0,80.80357142857143,18
2020-10-09,Metro Hospital,Tuesday,224,43,181,27,47,28,55,29,90,80.80357142857143,62.7906976744186,99.6415770609319,97.46835443037975,94.92531054390697,0,81.14035087719299,-27
2020-10-10,Metro Hospital,Wednesday,228,42,185,32,41,18,28,21,100,81.14035087719299,76.19047619047619,80.80357142857143,99.15254237288136,92.35214033023722,0,66.30824372759857,-10
2020-10-11,Metro Hospital,Monday,279,61,185,51,98,23,41,33,88,66.30824372759857,83.60655737704919,81.14035087719299,99.5575221238938,87.60224341648076,0,84.0,-18
2020-10-12,Metro Hospital,Thursday,225,43,189,37,34,52,30,17,69,84.0,86.04651162790698,66.30824372759857,91.48936170212765,86.53233460189108,0,92.88888888888889,22
2020-10-13,Metro Hospital,Wednesday,225,40,209,22,17,33,44,18,50,92.88888888888889,55.00000000000001,84.0,93.83259911894272,86.39751885474053,0,64.52991452991454,-11
2020-10-14,Metro Hospital,Thursday,234,54,151,49,85,22,18,25,52,64.52991452991454,90.74074074074075,92.88888888888889,100.0,81.33036378758547,0,100.71942446043165,4
2020-10-15,Metro Hospital,Sunday,278,63,280,25,2,62,17,15,113,100.71942446043165,39.682539682539684,64.52991452991454,99.6415770609319,81.484341987514,0,96.47577092511013,45
2020-10-16,Metro Hospital,Wednesday,227,42,219,22,8,54,49,16,105,96.47577092511013,52.38095238095239,100.71942446043165,80.80357142857143,83.72322762987667,0,74.01129943502825,5
2020-10-17,Metro Hospital,Wednesday,177,33,131,25,48,33,34,32,66,74.01129943502825,75.75757575757575,96.47577092511013,81.14035087719299,82.70479170956743,0,92.40506329113924,-1
2020-10-18,Metro Hospital,Monday,237,51,219,42,13,42,41,17,68,92.40506329113924,82.35294117647058,74.01129943502825,66.30824372759857,86.43290879007324,0,100.84745762711864,1
2020-10-19,Metro Hospital,Tuesday,236,54,238,55,2,70,26,24,75,100.84745762711864,101.85185185185186,92.40506329113924,84.0,88.8396884510902,0,75.21008403361344,44
2020-10-20,Metro Hospital,Friday,238,55,179,37,57,27,52,14,104,75.21008403361344,67.27272727272727,100.84745762711864,92.88888888888889,86.31414490033656,0,76.24113475177306,-25
2020-10-21,Metro Hospital,Sunday,282,61,215,28,68,27,34,9,116,76.24113475177306,45.90163934426229,75.21008403361344,64.52991452991454,87.98717636060205,0,96.59574468085106,-7
2020-10-22,Metro Hospital,Sunday,235,54,227,51,10,21,33,34,106,96.59574468085106,94.44444444444444,76.24113475177306,100.71942446043165,87.3980792492334,0,95.01779359430606,-12
2020-10-23,Metro Hospital,Saturday,281,61,267,59,11,57,50,18,54,95.01779359430606,96.72131147540983,96.59574468085106,96.47577092511013,87.18979677340425,0,91.00719424460432,7
2020-10-24,Metro Hospital,Sunday,278,61,253,63,25,21,37,33,86,91.00719424460432,103.27868852459017,95.01779359430606,74.01129943502825,89.61778174620083,0,74.28571428571429,-16
2020-10-25,Metro Hospital,Wednesday,175,31,130,28,46,34,33,33,66,74.28571428571429,90.32258064516128,91.00719424460432,92.40506329113924,87.02930331685442,0,100.88495575221239,1
2020-10-26,Metro Hospital,Monday,226,41,228,28,1,65,20,14,81,100.88495575221239,68.29268292682927,74.28571428571429,100.84745762711864,87.0346601918678,0,100.0,45
2020-10-27,Metro Hospital,Saturday,228,42,228,39,1,51,26,27,65,100.0,92.85714285714286,100.88495575221239,75.21008403361344,90.57607675849444,0,95.95375722543352,25
2020-10-28,Metro Hospital,Saturday,173,32,166,14,12,31,41,19,77,95.95375722543352,43.75,100.0,76.24113475177306,93.3921656833031,0,85.26785714285714,-10
2020-10-29,Metro Hospital,Wednesday,224,42,191,21,34,23,52,11,95,85.26785714285714,50.0,95.95375722543352,96.59574468085106,91.77389603501824,0,72.1590909090909,-29
2020-10-30,Metro Hospital,Wednesday,176,32,127,27,44,35,33,32,64,72.1590909090909,84.375,85.26785714285714,95.01779359430606,88.50836707998751,0,97.74011299435028,2
2020-10-31,Metro Hospital,Thursday,177,29,173,21,-2,67,18,26,56,97.74011299435028,72.41379310344827,72.1590909090909,91.00719424460432,89.47021261566549,0,100.0,49
2020-11-01,Metro Hospital,Tuesday,224,39,224,36,0,69,22,32,94,100.0,92.3076923076923,97.74011299435028,74.28571428571429,93.14368200342061,0,98.92857142857143,47
2020-11-02,Metro Hospital,Monday,280,61,277,32,3,39,40,11,64,98.92857142857143,52.459016393442624,100.0,100.88495575221239,92.86419852861476,0,74.8936170212766,-1
2020-11-03,Metro Hospital,Sunday,235,53,176,36,62,31,23,13,100,74.8936170212766,67.9245283018868,98.92857142857143,100.0,89.27757238879713,0,89.73214285714286,8
2020-11-04,Metro Hospital,Friday,224,40,201,41,28,42,47,11,116,89.73214285714286,102.49999999999999,74.8936170212766,95.95375722543352,88.38877033618417,0,98.58156028368793,-5
2020-11-05,Metro Hospital,Saturday,282,63,278,36,1,56,46,29,55,98.58156028368793,57.14285714285714,89.73214285714286,85.26785714285714,90.29072792773142,0,93.5251798561151,10
2020-11-06,Metro Hospital,Friday,278,64,260,60,20,22,39,16,59,93.5251798561151,93.75,98.58156028368793,72.1590909090909,93.34302634873488,0,85.95744680851064,-17
2020-11-07,Metro Hospital,Friday,235,53,202,36,36,46,42,21,74,85.95744680851064,67.9245283018868,93.5251798561151,97.74011299435028,91.65978832218637,0,99.55555555555556,4
2020-11-08,Metro Hospital,Friday,225,41,224,43,-1,48,29,9,110,99.55555555555556,104.8780487804878,85.95744680851064,100.0,91.59629625869431,0,53.97727272727273,19
2020-11-09,Metro Hospital,Saturday,176,30,95,12,78,19,45,31,55,53.97727272727273,40.0,99.55555555555556,98.92857142857143,85.17468215850877,0,100.57142857142858,-26
2020-11-10,Metro Hospital,Saturday,175,33,176,29,2,34,35,25,48,100.57142857142858,87.87878787878788,53.97727272727273,74.8936170212766,88.84294095138763,0,78.94736842105263,-1
2020-11-11,Metro Hospital,Tuesday,228,42,180,27,46,25,53,29,91,78.94736842105263,64.28571428571429,100.57142857142858,89.73214285714286,87.30225888908902,0,100.89285714285714,-28
2020-11-12,Metro Hospital,Saturday,224,41,226,34,1,33,20,17,53,100.89285714285714,82.92682926829268,78.94736842105263,98.58156028368793,87.63244415468463,0,82.45614035087719,13
2020-11-13,Metro Hospital,Thursday,228,39,188,35,35,51,30,16,70,82.45614035087719,89.74358974358975,100.89285714285714,93.5251798561151,86.0511527967935,0,82.81938325991189,21
2020-11-14,Metro Hospital,Sunday,227,39,188,20,37,59,22,31,53,82.81938325991189,51.28205128205128,82.45614035087719,85.95744680851064,85.60285800413654,0,100.0,37
2020-11-15,Metro Hospital,Thursday,237,51,237,54,1,59,27,29,99,100.0,105.88235294117648,82.81938325991189,99.55555555555556,85.6663500676286,0,100.71684587813621,32
2020-11-16,Metro Hospital,Sunday,279,63,281,13,-1,64,41,24,61,100.71684587813621,20.634920634920633,100.0,53.97727272727273,92.34343194632336,0,100.0,23
2020-11-17,Metro Hospital,Saturday,235,54,235,52,-1,57,52,14,70,100.0,96.29629629629629,100.71684587813621,100.57142857142858,92.26179929326214,0,67.74193548387096,5
2020-11-18,Metro Hospital,Friday,279,60,189,37,92,63,45,19,98,67.74193548387096,61.66666666666667,100.0,78.94736842105263,90.66102315937906,0,81.14285714285714,18
2020-11-19,Metro Hospital,Thursday,175,30,142,30,30,21,53,11,116,81.14285714285714,100.0,67.74193548387096,100.89285714285714,87.83959458795049,0,82.28571428571428,-32
2020-11-20,Metro Hospital,Saturday,175,29,144,22,33,23,54,22,116,82.28571428571428,75.86206896551724,81.14285714285714,82.45614035087719,87.81524800721293,0,76.89075630252101,-31
2020-11-21,Metro Hospital,Wednesday,238,54,183,40,57,60,33,12,63,76.89075630252101,74.07407407407408,82.28571428571428,82.81938325991189,86.96830129901423,0,97.33333333333334,27
2020-11-22,Metro Hospital,Monday,225,41,219,32,8,37,31,34,65,97.33333333333334,78.04878048780488,76.89075630252101,100.0,86.58734891806185,0,81.07142857142857,6
2020-11-23,Metro Hospital,Friday,280,62,227,36,52,21,26,19,58,81.07142857142857,58.06451612903226,97.33333333333334,100.71684587813621,83.78086073138932,0,99.28825622775801,-5
2020-11-24,Metro Hospital,Friday,281,60,279,35,-1,33,33,11,103,99.28825622775801,58.333333333333336,81.07142857142857,100.0,83.67918304964049,0,99.56140350877193,0
2020-11-25,Metro Hospital,Friday,228,41,227,20,1,55,36,17,70,99.56140350877193,48.78048780487805,99.28825622775801,67.74193548387096,88.22482133891204,0,87.00564971751412,19
2020-11-26,Metro Hospital,Thursday,177,32,154,32,20,42,38,11,102,87.00564971751412,100.0,99.56140350877193,81.14285714285714,89.06236313529162,0,92.34042553191489,4
2020-11-27,Metro Hospital,Monday,235,51,217,48,17,44,54,27,56,92.34042553191489,94.11764705882352,87.00564971751412,82.28571428571428,90.4987504561774,0,79.46428571428571,-10
2020-11-28,Metro Hospital,Sunday,224,41,178,29,45,51,44,34,100,79.46428571428571,70.73170731707317,92.34042553191489,76.89075630252101,90.86639751500094,0,77.01149425287356,7
2020-11-29,Metro Hospital,Saturday,174,29,134,8,41,27,38,15,101,77.01149425287356,27.586206896551722,79.46428571428571,97.33333333333334,87.96327764636384,0,96.0352422907489,-11
2020-11-30,Metro Hospital,Thursday,227,42,218,24,9,29,24,31,95,96.0352422907489,57.14285714285714,77.01149425287356,81.07142857142857,90.10096532055245,0,60.99290780141844,5
2020-12-01,Metro Hospital,Wednesday,282,60,172,40,105,54,33,30,96,60.99290780141844,66.66666666666666,96.0352422907489,99.28825622775801,84.63020125964678,0,85.22727272727273,21
2020-12-02,Metro Hospital,Sunday,176,29,150,22,24,33,28,19,62,85.22727272727273,75.86206896551724,60.99290780141844,99.56140350877193,82.5824682908612,0,101.15606936416187,5
2020-12-03,Metro Hospital,Sunday,173,29,175,32,0,60,29,24,104,101.15606936416187,110.34482758620689,85.22727272727273,87.00564971751412,84.60395681181087,0,96.79715302491103,31
2020-12-04,Metro Hospital,Tuesday,281,62,272,62,11,38,17,29,60,96.79715302491103,100.0,101.15606936416187,92.34042553191489,85.24063216795318,0,100.0,21
2020-12-05,Metro Hospital,Wednesday,235,53,235,52,1,28,24,28,65,100.0,98.11320754716981,96.79715302491103,79.46428571428571,88.17430563734092,0,99.29078014184397,4
2020-12-06,Metro Hospital,Thursday,282,63,280,34,1,49,40,12,102,99.29078014184397,53.96825396825397,100.0,77.01149425287356,91.35706076433671,0,96.91629955947137,9
2020-12-07,Metro Hospital,Friday,227,43,220,39,7,22,19,28,96,96.91629955947137,90.69767441860465,99.29078014184397,96.0352422907489,91.48292608843992,0,98.68421052631578,3
2020-12-08,Metro Hospital,Saturday,228,40,225,32,-1,34,23,17,100,98.68421052631578,80.0,96.91629955947137,60.99290780141844,96.86739790628238,0,91.66666666666666,11
2020-12-09,Metro Hospital,Friday,228,43,209,29,16,36,18,36,96,91.66666666666666,67.44186046511628,98.68421052631578,85.22727272727273,97.7873113261958,0,84.45378151260505,18
2020-12-10,Metro Hospital,Friday,238,52,201,37,34,47,40,22,71,84.45378151260505,71.15384615384616,91.66666666666666,101.15606936416187,95.40127020454484,0,100.35842293906809,7
2020-12-11,Metro Hospital,Monday,279,62,280,25,0,59,38,32,83,100.35842293906809,40.32258064516129,84.45378151260505,96.79715302491103,95.91002304942442,0,93.16239316239316,21
2020-12-12,Metro Hospital,Monday,234,54,218,46,17,44,51,27,55,93.16239316239316,85.18518518518519,100.35842293906809,100.0,94.93322207262345,0,72.83236994219652,-7
2020-12-13,Metro Hospital,Tuesday,173,31,126,4,51,26,40,24,69,72.83236994219652,12.903225806451612,93.16239316239316,99.29078014184397,91.1534491869595,0,84.48275862068965,-14
2020-12-14,Metro Hospital,Wednesday,174,32,147,2,30,43,19,29,54,84.48275862068965,6.25,72.83236994219652,96.91629955947137,89.37722905284784,0,85.46255506607929,24
2020-12-15,Metro Hospital,Monday,227,40,194,15,30,46,42,20,61,85.46255506607929,37.5,84.48275862068965,98.68421052631578,87.48842112995692,0,94.09282700421942,4
2020-12-16,Metro Hospital,Sunday,237,53,223,53,13,43,55,17,71,94.09282700421942,100.0,85.46255506607929,91.66666666666666,87.83501546389301,0,100.89285714285714,-12
2020-12-17,Metro Hospital,Sunday,224,42,226,38,4,31,34,16,70,100.89285714285714,90.47619047619048,94.09282700421942,84.45378151260505,90.18345483964332,0,98.31932773109243,-3
2020-12-18,Metro Hospital,Saturday,238,51,234,52,2,52,28,22,99,98.31932773109243,101.96078431372548,100.89285714285714,100.35842293906809,89.89215552421823,0,98.92857142857143,24
2020-12-19,Metro Hospital,Sunday,280,64,277,45,4,22,30,31,94,98.92857142857143,70.3125,98.31932773109243,93.16239316239316,90.71589527652941,0,101.33928571428572,-8
2020-12-20,Metro Hospital,Monday,224,39,227,32,2,68,35,17,66,101.33928571428572,82.05128205128204,98.92857142857143,72.83236994219652,94.78831181539931,0,91.22807017543859,33
2020-12-21,Metro Hospital,Saturday,228,42,208,39,22,26,44,31,69,91.22807017543859,92.85714285714286,101.33928571428572,84.48275862068965,95.75192775179201,0,74.35897435897436,-18
2020-12-22,Metro Hospital,Friday,234,53,174,55,60,57,35,13,81,74.35897435897436,103.77358490566037,91.22807017543859,85.46255506607929,94.16570193649132,0,100.0,22
2020-12-23,Metro Hospital,Saturday,177,32,177,1,2,55,29,19,78,100.0,3.125,74.35897435897436,94.09282700421942,95.0095837930314,0,100.0,26
2020-12-24,Metro Hospital,Wednesday,236,54,236,55,0,42,38,14,63,100.0,101.85185185185186,100.0,100.89285714285714,94.88203277262323,0,80.93525179856115,4
2020-12-25,Metro Hospital,Tuesday,278,64,225,29,55,44,34,28,78,80.93525179856115,45.3125,100.0,98.31932773109243,92.39859335369019,0,99.11894273127754,10
2020-12-26,Metro Hospital,Saturday,227,41,225,21,-2,50,31,23,68,99.11894273127754,51.21951219512195,80.93525179856115,98.92857142857143,92.42578925407678,0,96.76258992805755,19
2020-12-27,Metro Hospital,Tuesday,278,60,269,22,13,40,54,28,114,96.76258992805755,36.666666666666664,99.11894273127754,101.33928571428572,91.7719755703299,0,92.95154185022027,-14
2020-12-28,Metro Hospital,Friday,227,42,211,27,17,36,18,36,96,92.95154185022027,64.28571428571429,96.76258992805755,91.22807017543859,92.01818580958441,0,78.73563218390804,18
2020-12-29,Metro Hospital,Saturday,174,31,137,9,40,26,38,16,101,78.73563218390804,29.03225806451613,92.95154185022027,74.35897435897436,92.64342264171778,0,100.0,-12
2020-12-30,Metro Hospital,Monday,280,61,280,29,2,55,37,33,80,100.0,47.540983606557376,78.73563218390804,100.0,92.64342264171778,0,100.44052863436124,18
2020-12-31,Metro Hospital,Friday,227,43,228,37,0,53,33,31,79,100.44052863436124,86.04651162790698,100.0,100.0,92.7063553037694,0,101.28205128205127,20
2021-01-01,Metro Hospital,Saturday,234,55,237,29,-1,55,23,19,68,101.28205128205127,52.72727272727272,100.44052863436124,80.93525179856115,95.61304094426798,0,100.0,32
2021-01-02,Metro Hospital,Thursday,173,32,173,23,0,68,19,25,57,100.0,71.875,101.28205128205127,99.11894273127754,95.7389062683712,0,91.10320284697508,49
2021-01-03,Metro Hospital,Monday,281,61,256,50,22,56,52,11,58,91.10320284697508,81.9672131147541,100.0,96.76258992805755,94.93042239964514,0,99.29078014184397,4
2021-01-04,Metro Hospital,Sunday,282,64,280,22,0,31,29,27,102,99.29078014184397,34.375,91.10320284697508,92.95154185022027,95.83602786987709,0,100.44642857142858,2
2021-01-05,Metro Hospital,Friday,224,40,225,41,1,55,44,12,73,100.44642857142858,102.49999999999999,99.29078014184397,78.73563218390804,98.93757021095145,0,101.27659574468085,11
2021-01-06,Metro Hospital,Saturday,235,54,238,46,-1,60,28,25,111,101.27659574468085,85.18518518518519,100.44642857142858,100.0,99.11994103162014,0,100.0,32
2021-01-07,Metro Hospital,Thursday,177,33,177,24,0,42,29,27,76,100.0,72.72727272727273,101.27659574468085,100.44052863436124,99.05700836956854,0,100.56818181818181,13
2021-01-08,Metro Hospital,Monday,176,33,177,16,-2,58,19,29,86,100.56818181818181,48.484848484848484,100.0,101.28205128205127,98.95502701758718,0,99.43181818181817,39
2021-01-09,Metro Hospital,Thursday,176,32,175,30,2,64,16,13,67,99.43181818181817,93.75,100.56818181818181,100.0,98.87385818641836,0,100.35971223021582,48
2021-01-10,Metro Hospital,Sunday,278,64,279,25,-2,62,18,15,115,100.35971223021582,39.0625,99.43181818181817,91.10320284697508,100.19621666973846,0,100.57142857142858,44
2021-01-11,Metro Hospital,Wednesday,175,29,176,29,0,31,22,22,88,100.57142857142858,100.0,100.35971223021582,99.29078014184397,100.3791664453934,0,100.89285714285714,9
2021-01-12,Metro Hospital,Friday,224,40,226,30,-2,50,37,15,108,100.89285714285714,75.0,100.57142857142858,100.44642857142858,100.44294195559748,0,94.24460431654677,13
2021-01-13,Metro Hospital,Wednesday,278,61,262,51,16,49,16,34,116,94.24460431654677,83.60655737704919,100.89285714285714,101.27659574468085,99.43837175157832,0,68.18181818181817,33
2021-01-14,Metro Hospital,Sunday,176,33,120,13,51,38,14,18,50,68.18181818181817,39.39393939393939,94.24460431654677,100.0,94.89291720612378,0,97.0464135021097,24
2021-01-15,Metro Hospital,Saturday,237,53,230,34,8,45,15,17,101,97.0464135021097,64.15094339622641,68.18181818181817,100.56818181818181,94.38980744668491,0,101.14285714285714,30
2021-01-16,Metro Hospital,Sunday,175,32,177,5,1,55,43,30,75,101.14285714285714,15.625,97.0464135021097,99.43181818181817,94.63424158397618,0,100.57803468208093,12
2021-01-17,Metro Hospital,Sunday,173,33,174,23,-1,50,28,26,116,100.57803468208093,69.6969696969697,101.14285714285714,100.35971223021582,94.66543050567121,0,90.3409090909091,22
2021-01-18,Metro Hospital,Wednesday,176,29,159,30,18,32,54,16,64,90.3409090909091,103.44827586206897,100.57803468208093,100.57142857142858,93.20392772273985,0,81.57894736842105,-22
2021-01-19,Metro Hospital,Friday,228,40,186,31,43,41,46,14,82,81.57894736842105,77.5,90.3409090909091,100.89285714285714,90.44479775496328,0,98.6784140969163,-5
2021-01-20,Metro Hospital,Tuesday,227,42,224,39,1,72,26,31,111,98.6784140969163,92.85714285714286,81.57894736842105,94.24460431654677,91.07819915215893,0,98.73417721518987,46
2021-01-21,Metro Hospital,Sunday,237,52,234,41,2,42,29,24,109,98.73417721518987,78.84615384615384,98.6784140969163,68.18181818181817,95.442821871212,0,100.89285714285714,13
2021-01-22,Metro Hospital,Saturday,224,41,226,39,0,52,26,28,66,100.89285714285714,95.1219512195122,98.73417721518987,97.0464135021097,95.99231381989021,0,101.7094017094017,26
2021-01-23,Metro Hospital,Monday,234,51,238,52,2,69,54,32,57,101.7094017094017,101.96078431372548,100.89285714285714,101.14285714285714,96.07324875796802,0,99.15254237288136,15
2021-01-24,Metro Hospital,Wednesday,236,52,234,53,-2,41,14,11,70,99.15254237288136,101.92307692307692,101.7094017094017,100.57803468208093,95.86960699951092,0,92.0,27
2021-01-25,Metro Hospital,Monday,175,33,161,30,13,18,31,20,88,92.0,90.9090909090909,99.15254237288136,90.3409090909091,96.10661998652392,0,98.93617021276596,-13
2021-01-26,Metro Hospital,Sunday,282,64,279,22,0,32,25,25,103,98.93617021276596,34.375,92.0,81.57894736842105,98.58622325000177,0,100.0,7
2021-01-27,Metro Hospital,Monday,281,62,281,36,0,32,24,22,102,100.0,58.06451612903226,98.93617021276596,98.6784140969163,98.77502123615659,0,71.1864406779661,8
2021-01-28,Metro Hospital,Tuesday,177,29,126,30,46,22,47,28,57,71.1864406779661,103.44827586206897,100.0,98.73417721518987,94.83963030226747,0,94.11764705882352,-25
2021-01-29,Metro Hospital,Sunday,238,54,224,51,8,23,34,33,109,94.11764705882352,94.44444444444444,71.1864406779661,100.89285714285714,93.87174314740551,0,73.52941176470588,-11
